Date,Time,    Street_Address ,    City_State ,,
8/4/2014,    15:10     ,    1823 BAY RIDGE PY           ,     BK                      ,,
8/4/2014,    17:20     ,    451 ELEVENTH AV             ,     M                       ,,
8/4/2014,    18:40     ,    310 W 38TH ST               ,     M                       ,,
8/4/2014,    16:35     ,    542 W 112TH ST              ,     M                       ,,
8/4/2014,    17:40     ,    542 W 112TH ST              ,     M                       ,,
8/4/2014,    20:55     ,    9 W 57TH ST                 ,     M                       ,,
8/4/2014,    21:47     ,    200 VARICK ST               ,     M                       ,,
8/4/2014,    04:49     ,    35 REGER ROAD               ,    SUCCASUNNA NJ            ,,
8/4/2014,    08:55     ,    700 8th AV                  ,     M                       ,,
8/4/2014,    10:10     ,    320 LEXINGTON AV            ,     BK                      ,,
8/4/2014,    10:40     ,    86 HIMROD ST                ,     BK                      ,,
8/4/2014,    12:40     ,    2505 86TH ST                ,     BK                      ,,
8/4/2014,    14:10     ,    375 PARK AVE                ,     M                       ,,
8/4/2014,    15:26     ,    355 KINGS HY                ,     BK                      ,,
8/4/2014,    17:40     ,    1411 BROADWAY               ,     M                       ,,
8/4/2014,    19:18     ,     W 34TH ST                  ,     M                       ,,
8/4/2014,    05:25     ,    69 HARDING RD               ,    OLD GREENWICH CT         ,,
8/4/2014,    13:10     ,    358 E 149TH ST              ,     BX                      ,,
8/4/2014,    16:55     ,    700 W 55TH ST               ,     M                       ,,
8/4/2014,    22:45     ,                                ,     JFK                     ,,
8/4/2014,    16:27     ,    41 E 57TH ST                ,     M                       ,,
8/4/2014,    19:26     ,    410 PARK AVE                ,     M                       ,,
8/4/2014,    20:39     ,    220 E 42ND ST               ,     M                       ,,
8/4/2014,    13:55     ,    575 FIFTH AV                ,     M                       ,,
8/4/2014,    07:55     ,    1710 ANDREWS AV S           ,     BX                      ,,
8/4/2014,    08:40     ,    1664 POPHAM AV              ,     BX                      ,,
8/4/2014,    10:10     ,    11 S ELLIOTT PL             ,     BK                      ,,
8/4/2014,    12:40     ,    1660 ANDREWS AV S           ,     BX                      ,,
8/4/2014,    13:40     ,    505 FIFTH AV                ,     M                       ,,
8/4/2014,    15:35     ,    17643 133RD AV              ,     QU                      ,,
8/4/2014,    19:09     ,    1740 BROADWAY               ,     M                       ,,
8/4/2014,    21:12     ,    222 GALLOPING HILL RD       ,    UNION NJ                 ,,
8/4/2014,    05:00     ,    267 W 70TH ST               ,     M                       ,,
8/4/2014,    06:25     ,    2 GOLD ST                   ,     M                       ,,
8/4/2014,    07:30     ,    25758 148TH RD              ,     QU                      ,,
8/4/2014,    08:45     ,    9825 HORACE HARDING EY      ,     QU                      ,,
8/4/2014,    10:41     ,    6940 YELLOWSTONE BL         ,     QU                      ,,
8/4/2014,    12:15     ,    45 E 82ND ST                ,     M                       ,,
8/4/2014,    14:50     ,    122 AMSTERDAM AV            ,     M                       ,,
8/4/2014,    15:33     ,    500 4TH AV                  ,     BK                      ,,
8/4/2014,    16:57     ,    770 BROADWAY ON 9TH ST      ,     M                       ,,
8/4/2014,    17:45     ,    100 CENTRE ST               ,     M                       ,,
8/4/2014,    19:20     ,    401 W 43RD ST               ,     M                       ,,
8/4/2014,    18:25     ,                                ,     LAG                     ,,
8/4/2014,    19:40     ,    415 W 25TH ST               ,     M                       ,,
8/4/2014,    21:07     ,    1301 SIXTH AV               ,     M                       ,,
8/4/2014,    22:26     ,    300 COMMUNITY DRIVE         ,    MANHASSET LI             ,,
8/4/2014,    15:40     ,    700 W 55TH ST               ,     M                       ,,
8/4/2014,    16:00     ,    1 W 67TH ST                 ,     M                       ,,
8/4/2014,    17:15     ,    50 E 79TH ST                ,     M                       ,,
8/4/2014,    20:25     ,    1114 SIXTH ON 42ND ST       ,     M                       ,,
8/4/2014,    21:55     ,    220 E 42ND ST               ,     M                       ,,
8/4/2014,    22:33     ,    1114 SIXTH ON 42ND ST       ,     M                       ,,
8/4/2014,    17:31     ,                                ,     JFK                     ,,
8/4/2014,    19:55     ,    9 W 57TH ST                 ,     M                       ,,
8/4/2014,    21:21     ,    100 CHURCH ST               ,     M                       ,,
8/4/2014,    21:15     ,    200 VARICK ST               ,     M                       ,,
8/4/2014,    22:32     ,    72 SPRING ST                ,     M                       ,,
8/4/2014,    13:51     ,    3350 NOSTRAND AV            ,     BK                      ,,
8/4/2014,    19:30     ,    2169 E 17TH ST              ,     BK                      ,,
8/4/2014,    21:00     ,    1345 SIXTH AV               ,     M                       ,,
8/4/2014,    07:05     ,    855 E 19TH ST               ,     BK                      ,,
8/4/2014,    07:15     ,    5007 43RD ST                ,     QU                      ,,
8/4/2014,    08:10     ,    421 CROWN ST                ,     BK                      ,,
8/4/2014,    20:17     ,    245 PARK AVE                ,     M                       ,,
8/4/2014,    17:55     ,    37 E 64TH ST                ,     M                       ,,
8/4/2014,    20:03     ,    730 FIFTH AV                ,     M                       ,,
8/4/2014,    21:46     ,    1 METLIFE STADIUM DR        ,    EAST RUTHERFORD NJ       ,,
8/4/2014,    17:45     ,    82 BEDELL ST                ,     SI                      ,,
8/4/2014,    20:05     ,    730 FIFTH AV                ,     M                       ,,
8/4/2014,    15:31     ,    155 WHITEWOOD DRIVE         ,    MASSAPEQUA PARK LI       ,,
8/4/2014,    20:40     ,    480 W 42ND ST               ,     M                       ,,
8/4/2014,    20:26     ,    245 5th AV                  ,     M                       ,,
8/4/2014,    22:04     ,    9 W 57TH ST                 ,     M                       ,,
8/4/2014,    22:22     ,    60 WALL ST                  ,     M                       ,,
8/4/2014,    22:45     ,    38 E 63RD ST                ,     M                       ,,
8/4/2014,    23:21     ,    1345 SIXTH AV               ,     M                       ,,
8/4/2014,    00:14     ,    10 HOLLY ST                 ,    YONKERS WE               ,,
8/4/2014,    04:30     ,    444 E 20TH ST               ,     M                       ,,
8/4/2014,    05:35     ,    151 E 19TH ST               ,     M                       ,,
8/4/2014,    08:40     ,                                ,     JFK                     ,,
8/4/2014,    11:45     ,    2 PARK AV                   ,     M                       ,,
8/4/2014,    12:40     ,    300 W 57TH ON 8TH AV        ,     M                       ,,
8/4/2014,    21:20     ,    66 E 34TH ST                ,     M                       ,,
8/4/2014,    22:23     ,    200 VARICK ST               ,     M                       ,,
8/4/2014,    23:24     ,    261 FIFTH AV                ,     M                       ,,
8/4/2014,    14:20     ,    14965 24TH AV               ,     QU                      ,,
8/4/2014,    16:29     ,    3241 STEINWAY ST            ,     QU                      ,,
8/4/2014,    19:40     ,    7112 PARK AV                ,     QU                      ,,
8/4/2014,    20:40     ,    2510 30TH AV                ,     QU                      ,,
8/4/2014,    22:44     ,    520 MADISON ON 53RD ST      ,     M                       ,,
8/4/2014,    15:25     ,    515 MADISON ON 53RD ST      ,     M                       ,,
8/4/2014,    19:40     ,    240 E 47TH ST               ,     M                       ,,
8/4/2014,    11:55     ,    451 ELEVENTH AV             ,     M                       ,,
8/4/2014,    13:50     ,    802 74ST                    ,    NORTH BERGEN NJ          ,,
8/4/2014,    16:40     ,    700 W 55TH ST               ,     M                       ,,
8/4/2014,    17:25     ,    451 ELEVENTH AV             ,     M                       ,,
8/4/2014,    20:10     ,    9 W 57TH ST                 ,     M                       ,,
8/4/2014,    21:43     ,    9 W 57TH ST                 ,     M                       ,,
8/4/2014,    05:30     ,    2 WHEATFIELD RD             ,    CRANBURY NJ              ,,
8/4/2014,    09:25     ,    224 E 5TH ST                ,     M                       ,,
8/4/2014,    12:35     ,    100 W 33RD ST               ,     M                       ,,
8/4/2014,    16:55     ,    366 MADISON AVE             ,     M                       ,,
8/4/2014,    19:36     ,                                ,     JFK                     ,,
8/4/2014,    20:42     ,    200 PARK AV ON 45TH ST      ,     M                       ,,
8/4/2014,    21:08     ,    1301 SIXTH AV               ,    M M                      ,,
8/4/2014,    22:22     ,    60 WALL ST                  ,     M                       ,,
8/4/2014,    22:25     ,    184 STERLING PL             ,     BK                      ,,
8/4/2014,    23:43     ,    375 HUDSON ST               ,     M                       ,,
8/4/2014,    04:40     ,    128 WYTHE AV                ,     BK                      ,,
8/4/2014,    05:40     ,    910 MANHATTAN AV            ,     BK                      ,,
8/4/2014,    06:05     ,    1364 ALBANY AV              ,     BK                      ,,
8/4/2014,    06:40     ,    111 LAWRENCE ST             ,     BK                      ,,
8/4/2014,    10:15     ,    163 W 18TH ST               ,     M                       ,,
8/4/2014,    12:10     ,    295 WASHINGTON AV           ,     BK                      ,,
8/4/2014,    13:14     ,    650 FULTON ST               ,     BK                      ,,
8/4/2014,    14:40     ,    25 ELM PL                   ,     BK                      ,,
8/4/2014,    16:10     ,    2922 BROADWAY               ,     M                       ,,
8/4/2014,    15:40     ,    6905 186TH LA               ,     QU                      ,,
8/4/2014,    17:25     ,    315 HUDSON ST               ,     M                       ,,
8/4/2014,    20:40     ,    375 HUDSON ST               ,     M                       ,,
8/4/2014,    21:30     ,    200 VARICK ST               ,     M                       ,,
8/4/2014,    21:10     ,    597 EMPIRE BL               ,     BK                      ,,
8/4/2014,    11:38     ,    5718 WOODSIDE AV            ,     QU                      ,,
8/4/2014,    12:40     ,    250 GRAND CC                ,     BX                      ,,
8/4/2014,    15:40     ,    435 W 116TH ST              ,     M                       ,,
8/4/2014,    19:18     ,    220 E 42ND ST               ,     M                       ,,
8/4/2014,    21:18     ,    325 E 79TH ST               ,     M                       ,,
8/4/2014,    05:45     ,    6140 213TH ST               ,     QU                      ,,
8/4/2014,    07:35     ,     E 23RD ST                  ,     M                       ,,
8/4/2014,    09:15     ,    333 E 69TH ST               ,     M                       ,,
8/4/2014,    14:09     ,    100 W 80TH ST               ,     M                       ,,
8/4/2014,    16:50     ,     E 85TH ST                  ,     M                       ,,
8/4/2014,    13:25     ,    5723 141ST ST               ,     QU                      ,,
8/4/2014,    14:45     ,    405 PARK AVE                ,     M                       ,,
8/4/2014,    16:10     ,                                ,     NWK                     ,,
8/4/2014,    19:17     ,    675 NEW COUNTRY RD          ,    SECAUCUS NJ              ,,
8/4/2014,    21:36     ,    9 W 57TH ST                 ,     M                       ,,
8/4/2014,    11:05     ,                                ,     NWK                     ,,
8/4/2014,    16:16     ,    1 HOGAN PL                  ,     M                       ,,
8/4/2014,    08:40     ,    829 E 10TH ST               ,     BK                      ,,
8/4/2014,    09:10     ,    1823 BAY RIDGE PY           ,     BK                      ,,
8/4/2014,    10:33     ,    3048 BRIGHTON 1ST ST        ,     BK                      ,,
8/4/2014,    12:40     ,    927 PRESIDENT ST            ,     BK                      ,,
8/4/2014,    14:45     ,    136 MADISON AV              ,     M                       ,,
8/4/2014,    19:25     ,    226 E 52ND ST               ,     M                       ,,
8/4/2014,    20:58     ,    200 PARK AV                 ,     M                       ,,
8/4/2014,    21:59     ,    1520 YORK AV                ,    New York M               ,,
8/4/2014,    02:40     ,    1 HOGAN PL                  ,     M                       ,,
8/4/2014,    04:15     ,    270 E 2ND ST                ,     M                       ,,
8/4/2014,    06:25     ,    229 CHRYSTIE ST             ,     M                       ,,
8/4/2014,    09:10     ,    72 SPRING ST                ,     M                       ,,
8/4/2014,    13:25     ,    2153 CROPSEY AV             ,     BK                      ,,
8/4/2014,    15:07     ,    83 MAIDEN LA                ,     M                       ,,
8/4/2014,    20:42     ,    909 THIRD AV                ,     M                       ,,
8/4/2014,    22:04     ,    245 PARK AV                 ,     M                       ,,
8/4/2014,    19:44     ,    512 VANDERBILT PKWY         ,    DIX HILLS LI             ,,
8/4/2014,    06:45     ,    144 WYTHE AV                ,     BK                      ,,
8/4/2014,    11:10     ,    271 CHURCH ST               ,     M                       ,,
8/4/2014,    15:15     ,    199 CHURCH ST               ,     M                       ,,
8/4/2014,    17:25     ,    8613 94TH ST                ,     QU                      ,,
8/4/2014,    05:36     ,    15 CABOT RD                 ,    LARCHMONT WE             ,,
8/4/2014,    06:45     ,    90 N 5TH ST                 ,     BK                      ,,
8/4/2014,    10:15     ,    2315 BROADWAY               ,     M                       ,,
8/4/2014,    11:45     ,    333 SEVENTH AV              ,     M                       ,,
8/4/2014,    15:00     ,    421 E 73RD ST               ,     M                       ,,
8/4/2014,    20:33     ,    230 PARK AV                 ,     M                       ,,
8/4/2014,    13:10     ,    1625 POPLAR ST              ,     BX                      ,,
8/4/2014,    18:50     ,    301 E 87TH ST               ,     M                       ,,
8/4/2014,    20:57     ,    200 PARK AV ON  45TH ST     ,     M                       ,,
8/4/2014,    21:50     ,    75 VARICK ST                ,     M                       ,,
8/4/2014,    06:30     ,    60 E 8TH ST                 ,     M                       ,,
8/4/2014,    10:40     ,    888 SEVENTH AV              ,     M                       ,,
8/4/2014,    14:29     ,    46 E 70TH ST                ,     M                       ,,
8/4/2014,    17:38     ,    15 BRUNDAGE RIDGE RD        ,    BEDFORD WE               ,,
8/4/2014,    20:22     ,    837 JERSEY AV               ,    JERSEY CITY NJ           ,,
8/4/2014,    05:24     ,    81 DIMMIG ROAD              ,    UPPER SADDLE RIVER NJ    ,,
8/4/2014,    06:25     ,    658 AUTUMN AV               ,     BK                      ,,
8/4/2014,    06:55     ,    1851 COLEMAN ST             ,     BK                      ,,
8/4/2014,    11:40     ,    101 PARK AV                 ,     M                       ,,
8/4/2014,    13:36     ,    805 THIRD AV                ,     M                       ,,
8/4/2014,    20:10     ,    520 MADISON ON 53RD ST      ,     M                       ,,
8/4/2014,    23:42     ,    767 5TH AV                  ,    New York M               ,,
8/4/2014,    00:55     ,    78 GRANDVIEW  AVE           ,    BEACON NY                ,,
8/4/2014,    19:20     ,                                ,     LAG                     ,,
8/4/2014,    21:05     ,    9 W 57TH ST                 ,     M                       ,,
8/4/2014,    17:40     ,    1568 BROADWAY ON 7TH AV     ,     M                       ,,
8/4/2014,    19:40     ,    9 W 57TH ST                 ,     M                       ,,
8/4/2014,    21:03     ,    330 W 42ND ST               ,     M                       ,,
8/4/2014,    21:51     ,    9 W 57TH ST                 ,     M                       ,,
8/4/2014,    15:25     ,    353 E 68TH ST               ,     M                       ,,
8/4/2014,    18:11     ,    360 E 72ND ST               ,     M                       ,,
8/4/2014,    19:52     ,    100 W 33RD ST               ,     M                       ,,
8/4/2014,    21:46     ,    1 MET LIFE STADIUM          ,    EAST RUTHERFORD NJ       ,,
8/4/2014,    17:08     ,    5 E 98TH ST                 ,     M                       ,,
8/4/2014,    20:45     ,    220 E 42ND ST               ,     M                       ,,
8/4/2014,    21:38     ,    757 3rd AV                  ,     M                       ,,
8/4/2014,    06:45     ,    10214 97TH AV               ,     QU                      ,,
8/4/2014,    08:45     ,    261 FIFTH AV                ,     M                       ,,
8/4/2014,    12:50     ,    850 THIRD AV                ,     M                       ,,
8/4/2014,    15:25     ,    335 MADISON AVE             ,     M                       ,,
8/4/2014,    19:45     ,    410 PARK AV                 ,     M                       ,,
8/4/2014,    18:25     ,    411 E 53RD ST               ,     M                       ,,
8/4/2014,    20:20     ,    767 5TH AV                  ,    New York M               ,,
8/4/2014,    20:55     ,    1114 SIXTH ON 42ND ST       ,     M                       ,,
8/4/2014,    06:15     ,    110 DRAKE SMITH LN          ,    RYE WE                   ,,
8/4/2014,    09:52     ,    425 E 58TH ST               ,     M                       ,,
8/4/2014,    13:45     ,    399 PARK AV                 ,     M                       ,,
8/4/2014,    16:30     ,    207 E 57TH ST               ,     M                       ,,
8/4/2014,    06:15     ,    122 EAGLE ST                ,     BK                      ,,
8/4/2014,    10:40     ,    61 W 23RD ST                ,     M                       ,,
8/4/2014,    15:08     ,    330 W 42ND ST               ,     M                       ,,
8/4/2014,    16:13     ,    451 ELEVENTH AV             ,     M                       ,,
8/4/2014,    17:25     ,    65 W 55TH ST                ,     M                       ,,
8/4/2014,    21:12     ,    1133 SIXTH AV               ,     M                       ,,
8/4/2014,    12:45     ,    9411 60TH AV                ,     QU                      ,,
8/4/2014,    15:20     ,    3110 THOMSON AV             ,     QU                      ,,
8/4/2014,    21:37     ,    1345 SIXTH AV               ,     M                       ,,
8/4/2014,    23:41     ,    325 HUDSON ST               ,     M                       ,,
8/4/2014,    07:25     ,    9 FORDHAM HILL OV           ,     BX                      ,,
8/4/2014,    08:40     ,    325 E 198TH ST              ,     BX                      ,,
8/4/2014,    09:10     ,    3970 THIRD AV               ,     BX                      ,,
8/4/2014,    10:28     ,    2527 GLEBE AV               ,     BX                      ,,
8/4/2014,    20:29     ,    1301 SIXTH AV               ,     M                       ,,
8/4/2014,    22:56     ,    9 W 57TH ST                 ,     M                       ,,
8/4/2014,    09:15     ,                                ,     LAG                     ,,
8/4/2014,    13:10     ,    909 THIRD AV                ,     M                       ,,
8/4/2014,    18:10     ,    411 5th AV                  ,     M                       ,,
8/4/2014,    21:16     ,    757 THIRD AV                ,     M                       ,,
8/4/2014,    08:25     ,    235 W 46TH ST               ,     M                       ,,
8/4/2014,    10:26     ,    1790 BROADWAY               ,     M                       ,,
8/4/2014,    12:40     ,    840 8th AV                  ,     M                       ,,
8/4/2014,    14:20     ,    451 ELEVENTH AV             ,     M                       ,,
8/4/2014,    16:55     ,                                ,     NWK                     ,,
8/4/2014,    19:30     ,    110 W 56TH ST               ,     M                       ,,
8/4/2014,    21:40     ,    109 W 27TH ST               ,     M                       ,,
8/4/2014,    13:48     ,    21 E 52ND ST                ,     M                       ,,
8/4/2014,    15:55     ,    451 ELEVENTH AV             ,     M                       ,,
8/4/2014,    19:42     ,    9 W 57TH ST                 ,     M                       ,,
8/4/2014,    19:09     ,     EIGHTH AV                  ,     M                       ,,
8/4/2014,    12:12     ,                                ,     NWK                     ,,
8/4/2014,    16:38     ,    325 W 15TH ST               ,     M                       ,,
8/4/2014,    19:10     ,     W 31ST ST                  ,     M                       ,,
8/4/2014,    15:48     ,                                ,     JFK                     ,,
8/4/2014,    17:30     ,    451 ELEVENTH AV             ,     M                       ,,
8/4/2014,    20:51     ,    488 NINTH AV                ,     M                       ,,
8/4/2014,    10:04     ,    727 FIFTH AV                ,     M                       ,,
8/4/2014,    20:07     ,    1114 SIXTH ON 42ND ST       ,     M                       ,,
8/4/2014,    01:34     ,    3 MARLBOROUGH CT            ,    ROCKVILLE CENTRE LI      ,,
8/4/2014,    16:30     ,                                ,     JFK                     ,,
8/4/2014,    19:00     ,    425 E 67TH ST               ,     M                       ,,
8/4/2014,    19:46     ,    850 THIRD AV                ,     M                       ,,
8/4/2014,    21:50     ,    420 LEXINGTON AV            ,     M                       ,,
8/4/2014,    22:55     ,    598 MADISON AV              ,     M                       ,,
8/4/2014,    07:30     ,    609 MYRTLE AV               ,    Brooklyn BK              ,,
8/4/2014,    09:40     ,    498 SEVENTH AV              ,     M                       ,,
8/4/2014,    15:32     ,    451 ELEVENTH AV             ,     M                       ,,
8/4/2014,    16:40     ,    451 ELEVENTH AV             ,     M                       ,,
8/4/2014,    05:40     ,    119 BAMM HOLLOW RD          ,    MIDDLETOWN NJ            ,,
8/4/2014,    07:50     ,    444 WASHINGTON BLD          ,    JERSEY CITY NJ           ,,
8/4/2014,    11:10     ,    452 FIFTH AV                ,     M                       ,,
8/4/2014,    15:40     ,    448 W 55TH ST               ,     M                       ,,
8/4/2014,    16:40     ,    451 ELEVENTH AV             ,     M                       ,,
8/4/2014,    17:55     ,    451 ELEVENTH AV             ,     M                       ,,
8/4/2014,    20:10     ,    152 W 57TH ST               ,     M                       ,,
8/4/2014,    15:45     ,    200 LIBERTY ST              ,     M                       ,,
8/4/2014,    17:36     ,    1440 BROADWAY ON 40TH ST    ,     M                       ,,
8/4/2014,    19:46     ,    245 PARK AV                 ,     M                       ,,
8/4/2014,    17:07     ,                                ,     LAG                     ,,
8/4/2014,    18:51     ,    37 W 20TH ST                ,     M                       ,,
8/4/2014,    19:30     ,    55 W 25TH ST                ,     M                       ,,
8/4/2014,    21:25     ,    225 PARK AV S               ,     M                       ,,
8/4/2014,    05:30     ,    917 CRESTWOOD RD            ,    SCOTCH PLAINS NJ         ,,
8/4/2014,    14:10     ,    375 HUDSON ST               ,     M                       ,,
8/4/2014,    20:25     ,    400 PARK AV                 ,     M                       ,,
8/4/2014,    13:20     ,                                ,     LAG                     ,,
8/4/2014,    14:27     ,    1000 10th AV                ,     M                       ,,
8/4/2014,    17:10     ,    451 ELEVENTH AV             ,     M                       ,,
8/4/2014,    20:57     ,    730 FIFTH AV                ,     M                       ,,
8/4/2014,    22:19     ,    50 W 44TH ST                ,     M                       ,,
8/4/2014,    07:30     ,    5360 BROADWAY               ,     BX                      ,,
8/4/2014,    20:50     ,    9 W 57TH ST                 ,     M                       ,,
8/4/2014,    15:07     ,    80 MORRIS AV                ,    SPRINGFIELD NJ           ,,
8/4/2014,    21:19     ,    75 VARICK ST                ,     M                       ,,
8/4/2014,    14:05     ,                                ,     JFK                     ,,
8/4/2014,    16:45     ,    732 TYSENS LANE             ,     SI                      ,,
8/4/2014,    19:49     ,    120 WALL ST                 ,     M                       ,,
8/4/2014,    20:54     ,    35 W 20TH ST                ,     M                       ,,
8/4/2014,    23:16     ,    622 THIRD AV                ,     M                       ,,
8/4/2014,    20:40     ,    375 HUDSON ST               ,     M                       ,,
8/4/2014,    22:01     ,    72 SPRING ST                ,     M                       ,,
8/4/2014,    05:30     ,    8325 98TH ST                ,     QU                      ,,
8/4/2014,    06:30     ,    4545 CENTER BL              ,     QU                      ,,
8/4/2014,    09:55     ,    440 NINTH AV                ,     M                       ,,
8/4/2014,    13:15     ,    1000 TENTH AV               ,     M                       ,,
8/4/2014,    15:10     ,    451 ELEVENTH AV             ,     M                       ,,
8/4/2014,    17:20     ,    4209 28TH ST                ,     QU                      ,,
8/4/2014,    19:21     ,    1535 BROADWAY               ,     M                       ,,
8/4/2014,    16:45     ,    242 E 72ND ST               ,     M                       ,,
8/4/2014,    18:45     ,    767 5TH AV                  ,    New York M               ,,
8/4/2014,    20:35     ,    375 PARK AV                 ,     M                       ,,
8/4/2014,    22:35     ,    67 WEST PALISADES BLVD      ,    PALISADES PARK NJ        ,,
8/4/2014,    08:40     ,    1705 PURDY ST               ,     BX                      ,,
8/4/2014,    09:10     ,    1760 STORY AV               ,     BX                      ,,
8/4/2014,    10:04     ,    1250 WATERS PL              ,     BX                      ,,
8/4/2014,    11:46     ,    1250 WATERS PL              ,     BX                      ,,
8/4/2014,    14:32     ,    2300 WESTCHESTER AV         ,     BX                      ,,
8/4/2014,    15:46     ,    2063 BARTOW AV              ,     BX                      ,,
8/4/2014,    20:23     ,    410 PARK AV                 ,     M                       ,,
8/4/2014,    22:00     ,    220 E 42ND ST               ,     M                       ,,
8/4/2014,    22:41     ,    600 LEXINGTON AV            ,     M                       ,,
8/4/2014,    20:45     ,    730 FIFTH AV                ,     M                       ,,
8/4/2014,    17:25     ,                                ,     JFK                     ,,
8/4/2014,    20:03     ,    375 PARK AV                 ,     M                       ,,
8/4/2014,    21:00     ,    767 5TH AV                  ,    New York M               ,,
8/4/2014,    21:58     ,    200 PARK AV ON 45TH ST      ,     M                       ,,
8/4/2014,    23:19     ,    200 PARK AV ON 45TH ST      ,     M                       ,,
8/4/2014,    05:10     ,    245 E 124TH ST              ,     M                       ,,
8/4/2014,    06:05     ,    338 E 67TH ST               ,     M                       ,,
8/4/2014,    08:45     ,    148 E 78TH ST               ,     M                       ,,
8/4/2014,    16:00     ,    200 PARK AV S               ,     M                       ,,
8/4/2014,    17:00     ,    136 MADISON AV              ,     M                       ,,
8/4/2014,    19:45     ,    410 PARK AV                 ,     M                       ,,
8/4/2014,    22:29     ,    520 MADISON ON 53RD ST      ,     M                       ,,
8/4/2014,    08:30     ,    1344 82ND ST                ,     BK                      ,,
8/4/2014,    14:35     ,    2537 AMBOY RD               ,     SI                      ,,
8/4/2014,    16:19     ,    245 FIFTH AV                ,     M                       ,,
8/4/2014,    17:30     ,    451 ELEVENTH AV             ,     M                       ,,
8/4/2014,    19:05     ,    1540 BROADWAY ON 45TH ST    ,     M                       ,,
8/4/2014,    06:30     ,    877 EMPIRE BL               ,     BK                      ,,
8/4/2014,    08:50     ,    1 PARK STREET               ,    EDGEWATER NJ             ,,
8/4/2014,    12:51     ,    1 HOGAN PL                  ,     M                       ,,
8/4/2014,    17:12     ,    274 MADISON AV              ,     M                       ,,
8/4/2014,    20:10     ,    245 PARK AV                 ,     M                       ,,
8/4/2014,    21:33     ,    75 VARICK ST                ,     M                       ,,
8/4/2014,    05:55     ,    10650 159TH ST              ,     QU                      ,,
8/4/2014,    05:55     ,    13213 107TH ST              ,     QU                      ,,
8/4/2014,    07:44     ,    566 W 190TH ST              ,     M                       ,,
8/4/2014,    09:10     ,    1854 7th AV                 ,     M                       ,,
8/4/2014,    10:06     ,    200 PARK AV                 ,     M                       ,,
8/4/2014,    19:57     ,    230 PARK AV                 ,     M                       ,,
8/4/2014,    21:09     ,    767 5TH AV                  ,    New York M               ,,
8/4/2014,    21:56     ,    767 5TH AV                  ,    New York M               ,,
8/4/2014,    06:40     ,    2178 LEXINGTON AV           ,     M                       ,,
8/4/2014,    07:25     ,    619 W 144TH ST              ,     M                       ,,
8/4/2014,    09:33     ,    1639 FULTON AV              ,     BX                      ,,
8/4/2014,    12:30     ,    2849 WEBB AV                ,     BX                      ,,
8/4/2014,    15:40     ,    451 ELEVENTH AV             ,     M                       ,,
8/4/2014,    16:30     ,    635 EIGHTH AV               ,     M                       ,,
8/4/2014,    05:10     ,    795 GARDEN ST               ,     BX                      ,,
8/4/2014,    06:30     ,    570 FORT WASHINGTON AV      ,     M                       ,,
8/4/2014,    08:05     ,    267 W 70TH ST               ,     M                       ,,
8/4/2014,    10:15     ,    270 LAFAYETTE ST            ,     M                       ,,
8/4/2014,    11:03     ,    2202 GRAND CC               ,     BX                      ,,
8/4/2014,    15:40     ,    50 W 50TH ST                ,     M                       ,,
8/4/2014,    16:40     ,    117 WAVERLY PL              ,     M                       ,,
8/4/2014,    20:43     ,    375 HUDSON ST               ,     M                       ,,
8/4/2014,    13:10     ,                                ,     LAG                     ,,
8/4/2014,    14:59     ,    121 E 60TH ST               ,     M                       ,,
8/4/2014,    16:15     ,    836 CROWN ST                ,     BK                      ,,
8/4/2014,    21:52     ,    75 VARICK ST                ,     M                       ,,
8/4/2014,    22:44     ,    375 HUDSON ST               ,     M                       ,,
8/4/2014,    19:00     ,    6 E 32ND ST                 ,     M                       ,,
8/4/2014,    21:03     ,    1301 SIXTH AV               ,     M                       ,,
8/4/2014,    23:04     ,    9 W 57TH ST                 ,     M                       ,,
8/4/2014,    23:49     ,     ELEVENTH AV                ,     M                       ,,
8/4/2014,    18:10     ,    1345 SIXTH AV               ,     M                       ,,
8/4/2014,    19:45     ,    100 W 33RD ST               ,     M                       ,,
8/4/2014,    09:25     ,    1622 BRUCKNER BL            ,     BX                      ,,
8/4/2014,    10:10     ,    3898 SEDGWICK AV            ,     BX                      ,,
8/4/2014,    11:40     ,    1710 RANDALL AV             ,     BX                      ,,
8/4/2014,    13:30     ,    2545 UNIVERSITY AV          ,     BX                      ,,
8/4/2014,    17:25     ,    451 ELEVENTH AV             ,     M                       ,,
8/4/2014,    18:05     ,     W 42ND ST                  ,     M                       ,,
8/4/2014,    19:20     ,    1080 MC DONALD AV           ,     BK                      ,,
8/4/2014,    20:45     ,    205 STERLING ST             ,     BK                      ,,
8/4/2014,    21:28     ,    100 CHURCH ST               ,     M                       ,,
8/4/2014,    23:13     ,    220 E 42ND ST               ,     M                       ,,
8/4/2014,    14:28     ,    508 CARNEGIE CENTER         ,    PRINCETON NJ             ,,
8/4/2014,    19:53     ,    7 E 59TH ST                 ,     M                       ,,
8/4/2014,    22:01     ,    1 METLIFE STADIUM DRIV      ,    EAST RUTHERFORD NJ       ,,
8/4/2014,    08:15     ,    3817 BAILEY AV              ,     BX                      ,,
8/4/2014,    09:01     ,    1208 PELHAM PY S            ,     BX                      ,,
8/4/2014,    11:40     ,    375 PARK AV                 ,     M                       ,,
8/4/2014,    17:45     ,    200 PARK AV S               ,     M                       ,,
